station_id,station_name,longitude,latitude,elevation,start_date,end_date
orOMIK,Mikey  Oregon,-117.668055556,42.0136111111,2125.6752,2001-07-01,2005-10-31
orOMIL,Miller Butte  Oregon,-116.95,45.2333333333,1737.36,1988-06-01,1988-11-30
orOMIN,Minam Lodge-Portable  Oregon,-117.632777778,45.3538888889,1089.66,1995-08-01,2014-05-31
orOMIT,Mitchell  Oregon,-120.179444444,44.5819444444,798.576,2003-02-01,2010-06-30
orOMLL,Miller  Oregon,-123.271111111,46.0227777778,332.232,1996-10-01,2015-12-31
orOMOO,Moon Hill              Oregon,-118.670555556,42.8597222222,1859.28,1994-05-01,2015-12-31
orOMOR,Morgan Mountain         Oregon,-117.283333333,44.5166666667,1097.28,1985-01-01,2015-12-31
orOMOU,Mount Stella         Oregon,-122.435277778,42.9372222222,1437.132,1985-05-01,2015-12-31
orOMTW,Mt. Wilson              Oregon,-121.627777778,45.03,1152.144,1991-11-01,2015-12-31
orOMTY,Mt. Yoncalla           Oregon,-123.325833333,43.6388888889,609.6,1988-08-01,2015-12-31
orOMUT,Mutton Mountain        Oregon,-121.194444444,44.9258333333,1249.68,1991-11-01,2015-12-31
orONOB,North Bank        Oregon,-123.191388889,43.3555555556,583.0824,2004-12-01,2015-12-31
orONPR,North Pole Ridge        Oregon,-120.530555556,45.0375,1060.704,1990-08-01,2015-12-31
orOOAA,Oakridge Airport  Oregon,-122.466666667,43.75,449.58,1986-07-01,1988-01-31
orOONI,Onion Mountain Lookout  Oregon,-123.615,42.4544444444,1352.7024,1985-01-01,2015-12-31
orOOWY,Owyhee Ridge           Oregon,-117.233333333,43.5833333333,1341.12,1985-01-01,2015-12-31
orOPAN,Panhandle             Oregon,-122.063888889,42.7694444444,1341.12,1991-09-01,2005-11-30
orOPAR,Parker Mountain      Oregon,-122.278055556,42.1058333333,1609.344,1994-06-01,2015-12-31
orOPAT,Patjens               Oregon,-120.925,45.3222222222,679.704,1990-08-01,2015-12-31
orOPEB,Pebble                 Oregon,-121.983333333,44.2333333333,1085.088,1991-05-01,2015-12-31
orOPHI,P-Hill  (Frenchglen)    Oregon,-118.936111111,42.8263888889,1481.328,1990-08-01,2015-12-31
orOPO2,Point Prom II  Oregon,-117.704444444,45.3547222222,2013.8136,2000-07-01,2015-12-31
orOPOI,Point Prominence       Oregon,-117.702222222,45.3719444444,2060.448,1992-01-01,2000-07-31
orOPOL,Pollywog          Oregon,-121.446388889,45.4586111111,1011.936,1985-05-01,2015-11-30
orOPOO,Poor Jug               Oregon,-120.11,42.9269444444,1402.08,1989-07-01,2002-05-31
orOPOW,Powers R.S.          Oregon,-124.0625,42.8708333333,90.5256,1985-01-01,2005-07-31
orOPRI,Pringle Falls Ex. Farm  Oregon,-121.616666667,43.7333333333,1417.32,1985-01-01,1993-03-31
orOPRO,Provolt Seed Orchard     Oregon,-123.230277778,42.2897222222,359.664,1985-01-01,2015-12-31
orOQUA,Quail Prairie Lookout   Oregon,-124.033333333,42.2166666667,924.4584,1985-01-01,2015-12-31
orORAN,Ranch                Oregon,-118.667222222,45.2133333333,1432.56,1993-08-01,1995-11-30
orORAT,Rattlesnake       Oregon,-117.740277778,42.5944444444,1228.344,1986-09-01,1997-04-30
orORCK,Rockhouse 1  Oregon,-123.469444444,44.925,609.6,1997-07-01,2015-12-31
orOREB,Red Box          Oregon,-121.921111111,45.0275,990.6,1985-01-01,2015-12-31
orORED,Red Butte         Oregon,-117.834722222,43.5361111111,1359.408,1986-09-01,2015-12-31
orOREM,Red Mound             Oregon,-124.300555556,42.1233333333,534.3144,1994-08-01,2015-12-31
orORID,Riddle Mountain        Oregon,-118.498055556,43.1005555556,1936.0896,1990-08-01,2015-12-31
orOROB,Roberts Butte  Oregon,-117.206388889,45.6816666667,1299.3624,1998-10-01,2015-12-31
orOROC,Rock Creek          Oregon,-119.656388889,42.5475,1719.072,1986-05-01,2015-12-31
orOROH,Rock House  Oregon,-123.5,44.9,457.2,1989-06-01,1994-12-31
orOROU,Round Mountain         Oregon,-121.716666667,43.7638888889,1798.32,1990-04-01,2015-12-31
orOROV,Rover                 Oregon,-122.000277778,43.0194444444,1600.2,1995-06-01,2005-11-30
orORYE,Rye Mountain          Oregon,-123.535555556,45.2172222222,609.6,1985-05-01,2015-12-31
orOSAG,Sage Hen          Oregon,-119.2925,43.5097222222,1341.12,1986-10-01,2015-12-31
orOSAL,Salt Creek-Prineville      Oregon,-120.666111111,44.0444444444,1728.216,1986-04-01,2015-12-31
orOSEL,Seldom Creek         Oregon,-122.191388889,42.4075,1485.9,1985-05-01,2015-12-31
orOSFK,South Fork  Oregon,-123.476111111,45.5905555556,682.752,1996-10-01,2015-12-31
orOSIG,Signal Tree            Oregon,-123.780277778,43.0019444444,1004.0112,1990-04-01,2015-12-31
orOSIL,Silver Butte           Oregon,-123.378333333,42.8588888889,1210.9704,1986-08-01,2015-12-31
orOSLI,Slide Mountain      Oregon,-120.294444444,44.4625,1737.36,1985-05-01,2015-11-30
orOSLK,Summer Lake  Oregon,-120.752777778,42.7219444444,1549.908,2005-12-01,2015-12-31
orOSMC,Seven Mile Creek  Oregon,-124.3175,43.21,133.5024,2004-12-01,2015-12-31
orOSNC,Snyder Creek  Oregon,-120.098611111,42.5111111111,1707.7944,2010-03-01,2010-07-31
orOSPA,Sparta Butte          Oregon,-117.375,44.9083333333,1303.9344,1989-03-01,2015-12-31
orOSQU,Squaw Peak          Oregon,-123.016666667,42.0666666667,1513.0272,1985-01-01,2015-12-31
orOSTA,Star               Oregon,-123.066666667,42.15,510.8448,1987-05-01,2005-07-31
orOSTR,Strawberry            Oregon,-120.846388889,42.1894444444,1703.832,1985-01-01,2015-12-31
orOSTU,Stub Mine  (Portable)   Oregon,-117.963333333,44.765,1895.856,1995-07-01,1997-01-31
orOSTY,Stayton  Oregon,-122.866666667,44.75,154.5336,1996-10-01,2010-07-31
orOSUG,Sugarloaf            Oregon,-122.656388889,43.6727777778,1082.04,1985-06-01,2015-12-31
orOSUM,Summit                  Oregon,-120.245555556,42.2322222222,1873.6056,1985-01-01,2015-12-31
orOSYC,Sycan  Oregon (#4C),-121.008055556,42.7177777778,1645.0056,2002-04-01,2004-06-30
orOTAF,Taft Bench  Oregon,-122.768055556,43.2216666667,853.44,1985-06-01,1995-05-31
orOTEP,Tepee Draw  Oregon,-121.083333333,43.8352777778,1444.752,2004-01-01,2015-12-31
orOTID,Tidewater  Oregon,-123.556388889,46.0113888889,620.268,2005-12-01,2015-12-31
orOTIL,Tillamook  Oregon,-123.803055556,45.4569444444,6.7056,1997-06-01,2015-12-31
orOTIM,Timothy                Oregon,-121.358333333,43.2433333333,1834.896,1985-01-01,2015-12-31
orOTOK,Toketee              Oregon,-122.4,43.2397222222,1024.128,1985-01-01,2015-12-31
orOTOL,Tollgate              Oregon,-118.068333333,45.785,1386.84,1993-09-01,1994-05-31
orOTRO,Trout Creek            Oregon,-122.575,44.1111111111,731.52,1986-04-01,2015-12-31
orOTTM,Tufti Mountain  Oregon,-122.383333333,43.6758333333,877.824,1990-09-01,1991-10-31
orOTUM,Tumalo Ridge  Oregon,-121.400277778,44.0494444444,1219.2,2002-08-01,2015-12-31
orOTUP,Tupper                 Oregon,-119.49,45.0708333333,1219.2,1985-05-01,2015-12-31
orOUMA,Umatilla NWR  Oregon,-119.566666667,45.9166666667,82.296,1999-08-01,2015-12-31
orOUNF,Umatilla National Forest  Oregon,-119.566666667,45.8666666667,1371.6,1985-05-01,1986-08-31
orOUNT,Unity  Oregon,-118.166666667,44.4388888889,1219.2,1986-10-01,1988-04-30
orOVIL,Village Creek             Oregon,-123.463888889,44.2525,457.2,1985-05-01,2015-12-31
orOWAG,Wagontire               Oregon,-119.881388889,43.34,1956.816,1990-08-01,2015-12-31
orOWAM,Wamic Mill         Oregon,-121.453055556,45.2405555556,1011.936,1985-08-01,2015-12-31
orOWAN,Wanderer's Peak      Oregon,-122.195277778,45.1094444444,1325.88,1985-05-01,2015-12-31
orOWAR,Warm Springs Base  Oregon,-121.25,44.7794444444,476.4024,2009-05-01,2015-12-31
orOWAS,Wasco Butte  Oregon,-121.33,45.61,714.756,1997-06-01,2015-12-31
orOWCR,Wheeler Creek  Oregon,-124.116666667,42.0666666667,438.912,1986-12-01,1992-08-31
orOWIL,Wilkinson Ridge          Oregon,-123.716388889,44.3325,457.2,1991-04-01,2015-12-31
orOWLK,Waldo Lake  Oregon,-122.0,43.7333333333,1804.416,1985-01-01,1985-11-30
orOWLL,Willow Creek  Oregon,-123.173611111,44.0288888889,138.9888,2004-12-01,2015-12-31
orOYEL,Yellowstone Mountain     Oregon,-122.427777778,44.5922222222,938.784,1986-04-01,2015-12-31
orOYLP,Yellowpine  Oregon,-118.323055556,44.5263888889,1402.08,2000-06-01,2015-12-31
orOZIM,Zim              Oregon,-122.390277778,42.685,1246.3272,1987-05-01,2015-12-31
txDBLB,Blackbird  Delaware,-75.7308333333,39.3258333333,21.336,2004-01-01,2015-12-31
txDPRI,Prime Hook  Delaware,-75.3333333333,38.8333333333,457.2,2002-11-01,2015-02-28
txDRED,Redden  Delaware,-75.4152777778,38.7416666667,15.24,2004-01-01,2015-03-31
txIBIO,Big Oaks  Indiana,-85.3625,38.9252777778,274.32,2003-01-01,2015-12-31
txIBNR,Bean Ridge  Illinois,-89.3783333333,37.2486111111,213.36,2002-05-01,2015-12-31
txICBO,Crab Orchard  Illinois,-89.0027777778,37.6791666667,137.16,2002-11-01,2015-12-31
txIDIX,Dixon Springs  Illinois,-88.6672222222,37.4361111111,164.592,2002-05-01,2015-11-30
txIMID,Midewin Tall Grass Prar  Illinois,-88.1308333333,41.3416666667,149.0472,2004-11-01,2015-12-31
txJANC,Ancora Hospital  New Jersey,-74.8647222222,39.6847222222,35.3568,2004-08-01,2015-12-31
txJBLU,Blue Mountain Lakes  New Jersey,-74.9127777778,41.0891666667,419.1,2005-12-01,2015-11-30
txJCOY,Coyle Field  New Jersey,-74.425,39.8125,54.864,2004-05-01,2015-09-30
txJEBF,Eb Forsythe  New Jersey,-74.5,39.5,396.24,2002-11-01,2015-12-31
txJJAC,Jackson  New Jersey,-74.3161111111,40.0986111111,54.864,2004-12-01,2015-12-31
txJMID,New Middlesex County  New Jersey,-74.4941666667,40.4072222222,35.3568,2004-12-01,2015-12-31
txJRIN,Ringwood  New Jersey,-74.2402777778,41.1180555556,172.8216,2004-10-01,2015-12-31
txJTEE,Teetertown  New Jersey,-74.8586111111,40.7491666667,304.1904,2006-04-01,2015-12-31
txJWOO,Woodbine  New Jersey,-74.8038888889,39.23,26.5176,2004-12-01,2015-12-31
txKALP,Alpine  Kentucky,-85.3802777778,36.7955555556,259.9944,2003-04-01,2015-12-31
txKBSN,Big Sandy  Kentucky,-82.6333333333,37.75,359.664,2003-02-01,2015-12-31
txKCHE,Cherry Tree Knob  Kentucky,-83.5744444444,37.28,520.9032,2003-04-01,2006-03-31
txKCRI,Crittenden  Kentucky,-84.6019444444,38.7691666667,284.988,2003-03-01,2015-12-31
txKGRE,Greenville  Kentucky,-87.2027777778,37.2672222222,168.2496,2003-04-01,2015-07-31
txKHMW,Houchin Meadow  Kentucky,-86.1480555556,37.1316666667,235.9152,2004-12-01,2015-11-30
txKJAC,Jackson Co. AP  Kentucky,-83.3177777778,37.5922222222,423.0624,2003-04-01,2015-12-31
txKKOO,Koomer  Kentucky,-83.6333333333,37.7688888889,396.24,2002-03-01,2015-12-31
txKKYL,Kylbl  Kentucky,-88.0630555556,36.7763888889,197.8152,2000-10-01,2015-11-30
txKMAC,Maca2  Kentucky,-86.1480555556,37.1313888889,235.9152,2003-02-01,2005-04-30
txKPEA,Peabody  Kentucky,-83.5797222222,37.1380555556,446.532,2004-12-01,2015-12-31
txKSOM,Somerset  Kentucky,-84.615,37.0555555556,282.5496,2002-03-01,2015-12-31
txKTRI,Triangle Mtn  Kentucky,-83.4083333333,38.175,414.528,2002-03-01,2015-12-31
txKYEL,Yellow Creek  Kentucky,-83.6961111111,36.6036111111,332.232,2002-02-01,2015-12-31
txMALG,Alger  Michigan,-84.1227777778,44.1291666667,238.6584,2004-12-01,2015-12-31
txMANN,Antietam NB  Maryland,-77.7555555556,39.475,146.304,2004-12-01,2015-11-30
txMASS,Assateague Island     Maryland,-75.2013888889,38.0666666667,3.6576,1993-05-01,2015-12-31
txMATN,Atlanta  Michigan,-84.1666666667,45.1333333333,272.796,2004-08-01,2015-12-31
txMBAL,Baldwin  Michigan,-85.8505555556,43.8933333333,253.5936,2003-02-01,2015-12-31
txMBCI,Barton City  Michigan,-83.5875,44.6647222222,253.8984,2005-12-01,2015-12-31
txMBLA,Blackwater  Maryland,-76.0,38.4166666667,426.72,2002-11-01,2015-12-31
txMBRD,Bradley  Michigan,-85.6597222222,42.6280555556,200.8632,2004-01-01,2015-11-30
txMBRR,Bear  Michigan,-86.0508333333,44.8019444444,289.8648,2002-04-01,2015-12-31
txMCAP,Cape Cod          Massachusetts,-70.0252777778,41.975,45.72,2003-04-01,2015-12-31
txMCDV,Cedarville  Maryland,-76.8205555556,38.6525,60.96,2004-12-01,2015-12-31
txMCTM,Catoctin Mountain  Maryland,-77.4933333333,39.6513888889,452.628,2005-12-01,2015-12-31
txMDOE,Doe Lake  Michigan,-86.7141666667,46.2536111111,248.412,2002-05-01,2015-12-31
txMELK,Elkhorn  Michigan,-86.4052777778,45.9536111111,219.456,2002-04-01,2009-06-30
txMGRL,Grayling  Michigan,-84.7091666667,44.7188888889,341.376,2004-08-01,2015-12-31
txMGRR,Green Ridge  Maryland,-78.4411111111,39.6666666667,240.1824,2004-03-01,2015-12-31
txMGWI,Gwinn  Michigan,-87.4741666667,46.2894444444,373.38,2004-08-01,2015-06-30
txMHBR,High Bridge  Michigan,-86.5805555556,46.1258333333,77.1144,2005-12-01,2015-11-30
txMHLL,Holly   Michigan,-83.6961111111,42.8172222222,276.1488,2006-08-01,2015-12-31
txMIND,Indian River  Michigan,-84.625,45.375,213.36,2004-08-01,2015-12-31
txMISL,Isle au Haut            Maine,-68.6416666667,44.0666666667,15.24,1992-08-01,2015-11-30
txMKEN,Kenton  Michigan,-88.9066666667,46.6069444444,384.6576,2005-12-01,2015-12-31
txMLAB,La Branche  Michigan,-87.4883333333,45.8855555556,304.8,2004-11-01,2015-06-30
txMLEO,Leota  Michigan,-84.9183333333,44.1186111111,331.9272,2004-10-01,2015-12-31
txMMCF,McFarland Hill  Maine,-68.2608333333,44.3769444444,129.2352,2002-04-01,2015-11-30
txMMIO,Mio  Michigan,-84.1283333333,44.6761111111,320.04,2003-02-01,2015-12-31
txMMNN,Manton  Michigan,-85.3977777778,44.4175,335.28,2004-11-01,2015-11-30
txMMOO,Moosehorn  Maine,-67.2819444444,45.1144444444,64.008,2001-06-01,2015-12-31
txMMUN,Munising  Michigan,-86.62,46.4258333333,235.0008,2005-12-01,2015-12-31
txMOJI,Ojibway  Michigan,-88.5466666667,48.1086111111,316.992,2001-10-01,2015-01-31
txMOXB,Oxbow  Massachusetts,-71.6155555556,42.5147222222,73.152,2012-05-01,2015-12-31
txMPEL,Pelkie  Michigan,-88.6630555556,46.7797222222,231.648,2004-08-01,2015-12-31
txMPOW,Powellville  Maryland,-75.4166666667,38.35,4.8768,2004-12-01,2015-12-31
txMRAC,Raco  Michigan,-84.5833333333,46.25,274.32,2002-04-01,2015-12-31
txMRAN,Randville  Michigan,-88.5666666667,46.0,382.524,2004-09-01,2015-12-31
txMRCA,Rachel Carson  Maine,-70.5475,43.3472222222,6.096,2002-06-01,2015-12-31
txMREX,Rexton  Michigan,-85.2672222222,46.1594444444,262.7376,2004-08-01,2015-06-30
txMRSC,Roscommon  Michigan,-84.5708333333,44.4719444444,358.4448,2013-10-01,2015-12-31
txMRUD,Rudyard  Michigan,-84.5111111111,46.2408333333,213.36,2004-09-01,2015-12-31
txMSEN,Seney  Michigan,-85.9427777778,46.2402777778,221.2848,2002-09-01,2015-12-31
txMSLV,Silver Creek  Michigan,-83.5997222222,44.3763888889,214.5792,2004-01-01,2015-12-31
txMSPI,Spincich Lake  Michigan,-85.6272222222,46.4577777778,273.1008,2002-10-01,2015-12-31
txMSTO,Stonington  Michigan,-86.9183333333,45.9016666667,199.0344,2004-08-01,2015-12-31
txMSUN,Sunkhaze Meadows  Maine,-68.64,44.9030555556,34.7472,2000-11-01,2015-12-31
txMSUS,Susquehanna  Maryland,-76.1394444444,39.6469444444,91.44,2004-12-01,2015-12-31
txMTUC,Tuckahoe  Maryland,-75.9355555556,38.9458333333,15.24,2005-12-01,2015-12-31
txMTUR,Turner Brook  Maine,-69.8475,46.2969444444,390.144,2004-12-01,2015-12-31
txMWAK,Wakefield  Michigan,-89.8266666667,46.4402777778,365.76,2004-08-01,2015-12-31
txMWAT,Watersmeet  Michigan,-89.17,46.2688888889,489.204,2003-04-01,2015-12-31
txMWDO,Windigo  Michigan,-89.1547222222,47.9116666667,213.36,2001-10-01,2015-12-31
txMWEL,Wellston  Michigan,-85.9402777778,44.2222222222,242.6208,2004-01-01,2015-12-31
txNBRB,Bear Brook  New Hampshire,-71.3763888889,43.1563888889,111.252,2005-12-01,2015-12-31
txNFIR,Fire Island           New York,-73.2,40.6166666667,1.524,1987-06-01,1991-04-30
txNGAN,Gang Mills  New York,-77.1,42.1,335.28,2003-05-01,2015-12-31
txNGRE,Great Gulf         New Hampshire,-71.2280555556,44.29,475.488,1994-09-01,2005-05-31
txNLAN,Lancaster  New Hampshire,-71.5725,44.5252777778,273.7104,2003-04-01,2005-05-31
txNSAR,Sara  New York,-73.6511111111,43.0077777778,114.3,2003-02-01,2015-12-31
txNSCH,Schroon Lake  New York,-73.7,43.8,249.936,2003-05-01,2015-12-31
txNSHR,Sherburne  New York,-75.5,42.7,335.28,2003-05-01,2015-12-31
txNSTO,Stonykill  New York,-73.9,41.5,60.96,2003-05-01,2015-12-31
txNWMT,White Mountain NF  New Hampshire,-71.1405555556,43.9805555556,140.208,2003-03-01,2015-12-31
txNY04,FRWS4 Church & Cortlandt,-74.0108333333,40.7108333333,24.384,2001-10-01,2002-03-31
txNY05,FRWS5 40 River Terrace 43rd floor,-74.0147222222,40.7180555556,130.4544,2001-10-01,2001-11-30
txNY12,FRWS12 SW Crnr West & Vessey St.,-74.0133333333,40.7136111111,11.5824,2001-10-01,2002-03-31
txNY13,FRWS13 SE Cnr Barclay & Greenwich,-74.0111111111,40.7141666667,12.192,2001-10-01,2002-03-31
txNY14,FRWS14 West St. near Cedar St.,-74.0147222222,40.7105555556,9.144,2001-10-01,2002-03-31
txNY17,FRWS17 Southend St Bldg 100 4th f,-74.0163888889,40.7108333333,12.192,2001-10-01,2002-03-31
txNYX5,FRWS5 Pier 25 loading dock,-74.0133333333,40.72,5.4864,2001-11-01,2002-03-31
txOBRK,Blue Rock  Ohio,-82.0808333333,40.0041666667,195.3768,2005-12-01,2014-12-31
txOCHL,Chillicothe  Ohio,-82.985,39.3858333333,192.024,2002-09-01,2015-12-31
txODEN,Dean  Ohio,-82.6333333333,38.7,281.3304,2004-08-01,2015-12-31
txOMAU,Maumee  Ohio,-83.9294444444,41.5305555556,186.5376,2004-10-01,2012-11-30
txOSHW,Shawnee  Ohio,-83.1969444444,38.695,325.5264,2005-12-01,2015-12-31
txOVIN,Vinton Furnace  Ohio,-82.3941666667,39.2,280.416,2012-03-01,2015-12-31
txOZAL,Zaleski  Ohio,-82.385,39.2752777778,222.504,2002-11-01,2015-12-31
txPALL,Allegheny  Pennsylvania,-79.1025,41.4863888889,539.496,1999-12-01,2015-12-31
txPBEA,Bears Head  Pennsylvania,-76.0805555556,40.8505555556,638.2512,2005-12-01,2015-12-31
txPBKN,Big Knob  Pennsylvania,-77.5477777778,40.3575,646.176,2005-12-01,2015-12-31
txPBLA,Blair Helibase  Pennsylvania,-78.4197222222,40.4416666667,381.0,2005-12-01,2015-12-31
txPCOF,Coffin Rock  Pennsylvania,-77.7516666667,41.2377777778,983.5896,2008-09-01,2015-12-31
txPERI,Erie  Pennsylvania,-79.9566666667,41.6280555556,548.64,1997-02-01,2015-06-30
txPGAR,Garden Hollow  Pennsylvania,-77.1672222222,41.0255555556,502.92,2005-12-01,2015-12-31
txPHOP,Hopewell  Pennsylvania,-75.8108333333,40.2116666667,216.408,2012-07-01,2015-12-31
txPKEN,Kennedy Preserve  Pennsylvania,-78.4916666667,41.1047222222,646.4808,2005-12-01,2015-12-31
txPKIN,Kinzua  Pennsylvania,-79.1186111111,41.9005555556,429.1584,2005-12-01,2015-12-31
txPLOC,Loch Lomond  Pennsylvania,-74.8897222222,41.2038888889,274.32,2004-11-01,2015-11-30
txPMOR,Moraine State Park  Pennsylvania,-80.1019444444,40.9361111111,371.856,2013-01-01,2015-12-31
txPOLD,Old Mountain  Pennsylvania,-77.4086111111,41.5644444444,586.4352,2005-12-01,2015-12-31
txPQUA,Quarry Trail  Pennsylvania,-79.2161111111,40.1311111111,801.624,2005-12-01,2015-12-31
txPROA,Roaring Creek  Pennsylvania,-76.4205555556,40.8316666667,304.8,2005-12-01,2015-12-31
txPTHO,Thornhurst  Pennsylvania,-75.6247222222,41.2316666667,627.2784,2012-07-01,2015-12-31
txPWOL,Wolf Pond  Pennsylvania,-76.7775,40.5155555556,524.256,2005-12-01,2015-12-31
txRNIN,Ninigret  Rhode Island,-71.65,41.35,12.192,1997-02-01,2015-12-31
txRSNA,Snake Den  Rhode Island,-71.5333333333,41.8166666667,84.7344,2004-12-01,2009-10-31
txTDYE,Dyersburg  Tennessee,-89.4058333333,35.99,63.3984,2007-02-01,2015-12-31
txTGRF,Greenfield  Tennessee,-88.8,36.1608333333,152.0952,2010-07-01,2014-09-30
txTOCO,Ocoee  Tennessee,-84.6,35.1416666667,0.3048,2008-12-01,2015-12-31
txTSTI,Stilly Hollow  Tennessee,-87.9511111111,36.5127777778,176.784,2010-01-01,2015-12-31
txVASH,Lime Kiln  Virginia,-79.7594444444,37.9863888889,786.384,1998-05-01,2015-12-31
txVBAC,Back Bay  Virginia,-75.9333333333,36.6833333333,365.76,1997-02-01,2015-12-31
txVBEE,Bee Mountain  West Virginia,-81.62,38.2002777778,412.3944,2004-12-01,2015-12-31
txVBER,Berwind  West Virginia,-81.6977777778,37.2588888889,504.444,2004-12-01,2014-09-30
txVBFK,Beech Fork  West Virginia,-82.4172222222,38.3005555556,224.028,2005-12-01,2015-12-31
txVCHI,Chincoteague  Virginia,-75.35,37.9333333333,2.4384,1997-03-01,2014-10-31
txVCON,Conaway Lake  West Virginia,-80.8688888889,39.4458333333,362.712,2005-04-01,2015-12-31
txVCRA,Craig Valley  Virginia,-80.0797222222,37.5222222222,385.8768,1998-05-01,2015-12-31
txVDAV,Davis (Bearden)  West Virginia,-79.4261111111,39.105,1174.3944,2004-12-01,2015-12-31
txVELK,Elkhorn  West Virginia,-81.5444444444,37.4033333333,6.4008,2014-09-01,2015-12-31
txVELM,Elmore  Vermont,-72.5294444444,44.5430555556,365.76,1999-05-01,2015-12-31
txVESS,Essex Junction  Vermont,-73.1155555556,44.5077777778,103.632,1999-05-01,2015-07-31
txVFAI,FAPH_Airfield 1  Virginia,-77.3163888889,38.07,32.9184,2014-08-01,2015-02-28
txVFDE,FAPH_DELOS  Virginia,-77.2719444444,38.0958333333,59.7408,2014-08-01,2015-11-30
txVFEO,FAPH_EODTC  Virginia,-77.1847222222,38.1322222222,24.384,2014-08-01,2015-02-28
txVFLA,Flatwoods  West Virginia,-80.6494444444,38.6838888889,386.1816,2005-04-01,2015-12-31
txVFVA,Fort Valley  Virginia,-78.4,38.8333333333,243.84,1998-04-01,2015-12-31
txVGDR,Great Dismal NWR  Virginia,-76.5541666667,36.6127777778,9.144,1997-12-01,2015-12-31
txVHQS,Headquarters  Virginia,-78.37,38.6666666667,365.76,2004-12-01,2015-12-31
txVJAM,James River  Virginia,-77.25,37.25,15.24,1997-03-01,2015-12-31
txVKIN,Kingwood  West Virginia,-79.7008333333,39.4066666667,570.8904,2004-12-01,2015-12-31
txVLAK,Lakin  West Virginia,-82.0886111111,38.9608333333,175.5648,2004-12-01,2015-11-30
txVMAR,Marlboro College  Vermont,-72.735,42.8377777778,513.8928,2003-05-01,2013-07-31
txVMRT,Martinsburg  West Virginia,-77.9780555556,39.4094444444,160.3248,2005-12-01,2015-12-31
txVNAT,Nathaniel Mountain  West Virginia,-78.7908333333,39.1991666667,915.6192,2004-12-01,2015-12-31
txVNEF,Nefire  Vermont,-72.9175,43.8625,542.544,2009-11-01,2012-05-31
txVNUL,Nulhegan  Vermont,-71.7016666667,44.77,379.476,2003-07-01,2015-12-31
txVPIP,Pipestem  West Virginia,-80.9991666667,37.5263888889,830.58,2004-12-01,2015-12-31
txVPRW,Prince William  Virginia,-77.3711111111,38.5647222222,10.668,2012-05-01,2015-12-31
txVSAW,Sawmill Ridge  Virginia,-78.7847222222,38.1,633.984,2004-12-01,2015-12-31
txVSTO,Stony Fork  Virginia,-81.1786111111,37.0111111111,774.192,2004-12-01,2015-12-31
txVSWE,Sweezy  Vermont,-73.0333333333,43.3333333333,203.6064,1999-07-01,2015-12-31
txVTOM,Tomlinson Run  West Virginia,-80.5836111111,40.5425,308.7624,2004-12-01,2015-12-31
txVUMH,Umholt  Virginia,-79.3361111111,37.7388888889,341.376,1998-05-01,2005-05-31
txVUPP,Upper Tract  West Virginia,-79.2772222222,38.8166666667,519.684,2004-11-01,2015-12-31
txVVIE,Grandview  West Virginia,-81.0677777778,37.8325,917.448,2002-10-01,2015-12-31
txVWIS,Wise  Virginia,-82.5597222222,36.9680555556,771.144,1998-05-01,2015-12-31
txVWOO,Woodford State Park  Vermont,-73.035,42.8902777778,706.2216,2013-07-01,2015-12-31
txVWRF,WVU Research Forest  West Virginia,-79.7719444444,39.6769444444,694.944,2012-03-01,2015-12-31
txWLOG,Logan  West Virginia,-81.9144444444,37.855,502.92,2003-12-01,2015-12-31
txWVMR,Marlinton  West Virginia,-80.0377777778,38.2272222222,939.3936,1997-02-01,2015-12-31
txYALB,Albany Pine Bush  New York,-73.9336111111,42.7013888889,105.156,2004-09-01,2015-06-30
txYBEL,Belleayre Mt.  New York,-74.4944444444,42.1438888889,594.36,2004-09-01,2015-12-31
txYBRA,Brasher Falls  New York,-74.8,44.8,91.44,2004-01-01,2015-12-31
txYEAS,Eastport  New York,-72.7,40.8,30.48,2004-01-01,2015-12-31
txYHUD,Hudson Highlands  New York,-74.0483333333,41.3511111111,91.44,2004-08-01,2009-10-31
txYIRO,Iroquois  New York,-78.24,43.06,822.96,2002-11-01,2015-12-31
txYLON,Long Island  New York,-72.9,40.7666666667,152.4,2002-10-01,2015-12-31
txYLOW,Lowville  New York,-75.4733333333,43.8097222222,225.552,2009-10-01,2015-12-31
txYLPL,Lake Pleasant  New York,-74.6666666667,43.8333333333,548.64,2004-01-01,2015-12-31
txYMVA,Mt Vanhoevenberg  New York,-73.9,44.2,609.6,2004-01-01,2015-12-31
txYSCH,Schuyler Falls  New York,-73.6,44.6,198.12,2004-01-01,2015-12-31
txYUSM,USMA  New York,-74.0266666667,41.365,281.0256,2008-01-01,2015-12-31
txYWAN,Wanakena  New York,-74.9,44.1666666667,457.2,2004-01-01,2015-12-31
utAQUA,Aqua Canyon - Bryce Canyon NP.,-112.271111111,37.5222222222,2438.4,1990-06-01,2015-12-31
utARAG,Aragonite  Utah,-113.021666667,40.5983333333,1533.144,1997-06-01,2015-12-31
utASSA,Assay - Hatch 10SW,-112.555555556,37.5166666667,2468.88,1983-06-01,2015-12-31
utBADG,Badger Spring - Ivins 14W  Utah,-113.949722222,37.1697222222,1216.152,1991-06-01,2015-12-31
utBARN,Barney Reservoir - Escalante 15SE,-111.420833333,37.6130555556,1679.448,1991-06-01,1997-02-28
